"C00001","O"
"C05272","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C=C/CCCCCCCCCCCCC"
"C05273","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C=C/CCCCCCCCCCC"
"C05274","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)CCCCCCCCC"
"C05275","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C=C/CCCCCCC"
"C05276","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C=C/CCCCC"
"C05279","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C=C/CC/C=C\CCCCC"
"C05280","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C/C=C\C/C=C\CCCCC"
"C05281","C1(=O)C(C(=O)NC(=O)N1)C"
"C05284","[C@@H]12[C@@]3(C(=CC(=O)CC3)CC[C@H]1[C@H]1[C@@](C[C@@H]2O)(C)C(=O)CC1)C"
"C05285","[C@@H]12[C@@]3(C(=CC(=O)CC3)CC[C@H]1[C@H]1[C@](CC2=O)(C(=O)CC1)C)C"
"C05290","C1C(=O)C=C2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)(C(=O)CC2)C)CO"
"C05291","[C@H]12[C@H]([C@H]3[C@](CC2)([C@H](CC3)O)C)[C@@H](CC2=CC(=O)CC[C@]12C)O"
"C05293","[C@@H]12[C@@H]([C@@]3([C@H](CC2)CC(=O)CC3)C)CC[C@]2([C@H]1CC[C@@H]2O)C"
"C05294","[C@]12([C@@H]3[C@H]([C@H]4[C@@](CC3)(C)[C@H](CC4)O)CCC1=CC(=O)CC2)CO"
"C05295","C1C(=O)C=C2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@@](CC1)(C)[C@H](CC2)O)C=O"
"C05296","[C@H]12[C@H]([C@H]3[C@](CC2)(C(=O)CC3)C)[C@@H](CC2=CC(=O)CC[C@]12C)O"
"C05297","C1C(=O)C=C2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)(C(=O)CC2)C)C=O"
"C05298","[C@H]12[C@H]3[C@@H](c4c(CC3)cc(c(c4)O)O)CC[C@@]1(C(=O)CC2)C"
"C05299","[C@H]12[C@H]3[C@@H](c4c(CC3)cc(c(c4)OC)O)CC[C@@]1(C(=O)CC2)C"
"C05300","c1c(cc2c(c1)[C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)(C(=O)[C@@H](C2)O)C)O"
"C05301","[C@H]12[C@H]3[C@@H](c4c(CC3)cc(c(c4)O)O)CC[C@@]1([C@H](CC2)O)C"
"C05302","[C@H]12[C@H]([C@H]3[C@](CC2)([C@H](CC3)O)C)CCc2c1cc(c(c2)O)OC"
"C05306","c12=C3C4=NC(=Cc5n6[Mg]n1c(=CC1=NC(=Cc6c(c5C)C=C)C(=C1CC)C)c(c2C(=O)[C@@H]3C(=O)OC)C)[C@H]([C@@H]4CCC(=O)OC/C=C(/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)\C)C"
"C05307","c12=C3C4=NC(=Cc5n6[Mg]n1c(=CC1=NC(=Cc6c(c5C)C=C)C(=C1CC)C=O)c(c2C(=O)C3C(=O)OC)C)[C@H]([C@@H]4CCC(=O)OC/C=C(/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)\C)C"
"C05313","C(=C(\CCC=C(C)C)/C)/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/Cc1c(c(cc(c1)C(=O)O)OC)O)/C)/C)/C)/C"
"C05315","c12c3c(cc(c(c3)OC)OC)CC[n+]1cc1c(c2)ccc(c1OC)OC"
"C05316","c12c3c(CN(c1c1c(c(c2)OC)cc2c(c1)OCO2)C)c1c(cc3OC)OCO1"
"C05322","[C@@]123c4c(C[C@H](C1=C[C@@H](C(=C2)OC)OC(=O)C)N(CC3)C)ccc(c4O)OC"
"C05332","c1(ccccc1)CCN"
"C05335","OC(=O)[C@H](CC[Se]C)N"
"C05336","[C@H]1([C@H](O[C@H]([C@@H]1O)*)COP(=O)(O[C@@H]1[C@H](O[C@H]([C@@H]1O)*)CO)O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)OC(=O)[C@H](CC[Se]C)N)O)O"
"C05337","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)CC[C@@H](C)[C@@H]1[C@@]2([C@@H](CC1)[C@H]1[C@H](CC2)[C@@]2([C@H](C[C@H]1O)C[C@@H](CC2)O)C)C"
"C05338","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)Cc1ccc(cc1)O"
"C05340","NCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O"
"C05341","NCCC(=O)N[C@@H](CCCCN)C(=O)O"
"C05343","[C@@H](c1ccc(cc1)O)(C(=O)O)O"
"C05345","[C@@H]1(O[C@@]([C@H]([C@@H]1O)O)(CO)O)COP(=O)(O)O"
"C05349","c1(c(cc2c(c1)c(=O)c(cn2C1CC1)C(=O)O)N1CCNCC1)F"
"C05350","c1c(ccc(c1)/C=C(/C(=O)O)\O)O"
"C05356","[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCCC)(CCCC(=O)O)OO"
"C05361","NN"
"C05366","[C@@H]12[C@@H]([C@H](OC1)c1cc(c(cc1)O)OC)CO[C@@H]2c1cc(c(cc1)O)OC"
"C05371","[C@H]1(CC(C)C)C(=O)N[C@H]([C@@H](C(=O)N[C@H](C(=O)N[C@@H](/C=C/C(=C/[C@@H]([C@H](Cc2ccccc2)OC)C)/C)[C@@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N(C(=C)C(=O)N[C@H](C)C(=O)N1)C)C)CCCNC(=N)N)C)C(=O)O"
"C05375","C1(C=C(C=C(O1)C(=O)O)C(=O)O)O"
"C05376","c1(cc(c2c(c1)occ(c2=O)c1ccc(cc1)OC)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO"
"C05377","c12c(C(=O)C=C(C1=O)C)cccc2"
"C05378","[C@]1(O[C@@H]([C@H]([C@@H]1O)O)COP(=O)(O)O)(COP(=O)(O)O)O"
"C05379","O=C(CC(C(=O)C(=O)O)C(=O)O)O"
"C05380","c1(cccnc1)C(=O)NCC(=O)O"
"C05381","[n+]1(c(sc(c1C)CCOP(=O)(OP(=O)(O)O)O)C(CCC(=O)O)O)Cc1c(nc(nc1)C)N"
"C05382","O(C[C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)P(=O)(O)O"
"C05385","[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)C(=O)O)OP(=O)(O)O"
"C05392","C1([C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O[C@H]1[C@H]([C@H](C=C(O1)C(=O)O)O)O)C(=O)O"
"C05396","[C@H]1([C@H](OC([C@@H]([C@H]1O)O)O)CO)O[C@@H]1O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)COP(=O)(O)O"
"C05399","[C@H]1([C@@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O)CO"
"C05400","[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO)OC[C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O"
"C05401","[C@H]1([C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H](CO)O)O)O)O)CO"
"C05402","[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO)OC[C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O"
"C05404","[C@@H]1(O[C@H](OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)[C@@H]([C@H]([C@H]1O)O)O)CO[C@H]1O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO"
"C05411","OC[C@@H]([C@H]([C@@H](C(=O)O)O)O)O"
"C05412","OC[C@@H]([C@H]([C@H](C(=O)O)O)O)O"
"C05413","CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C=C/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C"
"C05414","CC(=CCC/C(=C/CC/C(=C/C=C/C(=C/C=C/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C"
"C05421","CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C=C\C=C(\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)/C)/C)C"
"C05422","[C@H]1(C(=O)C(=O)C(=O)O1)[C@H](CO)O"
"C05427","CC(CCC[C@H](CCC[C@H](CCC/C(=C/COP(=O)(OP(=O)(O)O)O)/C)C)C)C"
"C05430","CC(=CCC/C(=C/CC/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C"
"C05431","CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C"
"C05432","CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C"
"C05433","C1CC=C(C(C1(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C)C"
"C05434","C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C"
"C05435","C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C"
"C05437","[C@H]12C3=C([C@@]4([C@@H](CC3)C[C@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H](CCC=C(C)C)C)C"
"C05439","[C@H]12C3=CC[C@@H]4[C@@](C3CC[C@@]1([C@H](CC2)[C@@H](CCC=C(C)C)C)C)(CC[C@@H](C4)O)C"
"C05440","[C@H](/C=C/C(=C)C(C)C)(C)C1[C@@]2(C(C3=CC=C4[C@@](C3CC2)(CC[C@@H](C4)O)C)CC1)C"
"C05441","[C@@]12([C@H](/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC2)CC[C@@H]1[C@@H](/C=C/[C@@H](C(C)C)C)C)C"
"C05442","[C@H]12[C@H]3[C@@H]([C@@]4(C(=CC3)C[C@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H](/C=C/[C@H](C(C)C)CC)C)C"
"C05443","[C@@]12([C@H](/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC2)CC[C@@H]1[C@@H](CCCC(C)C)C)C"
"C05444","[C@H]12[C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H](CCCC(CO)C)C)C"
"C05445","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H]([C@@H](C2)O)[C@H]2[C@](CC1)([C@H](CC2)[C@@H](CCCC(C=O)C)C)C)C)O"
"C05446","[C@H]12[C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@@H](CC4)O)C)C[C@@H]([C@@]1([C@H](CC2)[C@@H](CCCC(CO)C)C)C)O"
"C05447","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C(=C/CC[C@@H](C)[C@@H]1[C@@]2([C@@H](CC1)[C@H]1[C@H](CC2)[C@@]2([C@H](C[C@H]1O)C[C@@H](CC2)O)C)C)/C"
"C05448","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C(C(CC[C@@H](C)[C@@H]1[C@@]2([C@@H](CC1)[C@H]1[C@H](CC2)[C@@]2([C@H](C[C@H]1O)C[C@@H](CC2)O)C)C)O)C"
"C05449","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C(C(=O)CC[C@@H](C)[C@@H]1[C@@]2([C@@H](CC1)[C@H]1[C@H](CC2)[C@@]2([C@H](C[C@H]1O)C[C@@H](CC2)O)C)C)C"
"C05450","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C(C(CC[C@@H](C)[C@@H]1[C@@]2([C@@H](CC1)[C@H]1[C@H](C[C@@H]2O)[C@@]2([C@H](C[C@H]1O)C[C@@H](CC2)O)C)C)O)C"
"C05451","[C@H]12[C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)CC(=O)CC4)C)CC[C@]1(C)[C@H](CC2)[C@@H](CCCC(C)C)C"
"C05452","[C@H]12[C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H](CCCC(C)C)C)C"
"C05453","C1(=O)C[C@@H]2[C@](CC1)([C@@H]1[C@@H]([C@@H](C2)O)[C@H]2[C@]([C@H](C1)O)([C@H](CC2)[C@@H](CCCC(C)C)C)C)C"
"C05454","[C@H]12[C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@@H](CC4)O)C)C[C@@H]([C@@]1([C@H](CC2)[C@@H](CCCC(C)C)C)C)O"
"C05455","[C@H]12[C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)C[C@H]3O)C)CC[C@@]1([C@H](CC2)[C@@H](CCCC(C)C)C)C"
"C05460","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)/C(=C/CC[C@@H](C)[C@@H]1[C@@]2([C@@H](CC1)[C@H]1[C@H](C[C@@H]2O)[C@@]2([C@H](C[C@H]1O)C[C@@H](CC2)O)C)C)/C"
"C05465","[C@H]12[C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H](CCC(=O)NCCS(=O)(=O)O)C)C"
"C05466","[C@H]12[C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H](CCC(=O)NCC(=O)O)C)C"
"C05467","S(CCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)C(=O)C(C(=O)CC[C@@H](C)[C@@H]1[C@@]2([C@@H](CC1)[C@H]1[C@H](C[C@@H]2O)[C@@]2([C@H](C[C@H]1O)C[C@@H](CC2)O)C)C)C"
"C05468","C12C3C([C@H](CC1C1(C(C[C@H]2O)C[C@@H](CC1)O)C)O)(C)C(CC3)C(CCCC(COS(=O)(=O)O)CO)C"
"C05469","C1C(=O)C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1=O)([C@](CC2)(C(=O)CO)O)C)C"
"C05470","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1=O)([C@](CC2)(C(=O)CO)O)C)C)O"
"C05471","C1C(=O)C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](C[C@@H]1O)([C@](CC2)(C(=O)CO)O)C)C"
"C05472","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](C[C@@H]1O)([C@](CC2)(C(=O)CO)O)C)C)O"
"C05473","C1C(=O)C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](C[C@@H]1O)([C@H](CC2)C(=O)CO)C=O)C"
"C05474","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](C[C@@H]1O)([C@H](CC2)C(=O)CO)C=O)C)O"
"C05475","C1C(=O)C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](C[C@@H]1O)([C@H](CC2)C(=O)CO)C)C"
"C05476","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](C[C@@H]1O)([C@H](CC2)C(=O)CO)C)C)O"
"C05477","[C@H]12[C@H]([C@H]3[C@](CC2=O)(C(CC3)C(=O)CO)C)CCC2[C@@]1(CCC(=O)C2)C"
"C05478","C1[C@H](CC2C(C1)(C1C(CC2)C2C(CC1=O)(C(CC2)C(=O)CO)C)C)O"
"C05479","C1C(=O)C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)C(=O)C)C)C"
"C05480","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)C(=O)C)C)C)O"
"C05481","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1=O)([C@](CC2)([C@H](CO)O)O)C)C)O"
"C05482","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](C[C@@H]1O)([C@](CC2)([C@H](CO)O)O)C)C)O"
"C05483","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1=O)([C@H](CC2)[C@H](CO)O)C)C)O"
"C05484","C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)[C@H](C)O)C)C)O"
"C05485","C1C(CC2=CC[C@@H]3[C@@H]([C@]2(C1)C)CC[C@]1([C@H]3CC[C@@H]1C(=O)CO)C)O"
"C05487","C1[C@@H](CC2=CC[C@@H]3[C@@H]([C@]2(C1)C)CC[C@]1([C@H]3CC[C@@]1(C(=O)CO)O)C)O"
"C05488","[C@H]12[C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC[C@@]1([C@](CC2)(C(=O)CO)O)C"
"C05489","[C@H]12[C@H]3[C@@H]([C@@]4(C(=CC3)C[C@H](CC4)O)C)[C@H](C[C@@]1([C@](CC2)(C(=O)CO)O)C)O"
"C05490","C1C(=O)C=C2C(C1)(C1C(CC2)C2C(CC1=O)(C(CC2)C(=O)CO)C)C"
"C05497","[C@H]12[C@H]3[C@@]([C@](CC3)(C(=O)C)O)(C[C@@H]([C@@H]1[C@@]1(C(=CC(=O)CC1)CC2)C)O)C"
"C05498","C1C(=O)C=C2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](C[C@@H]1O)([C@H](CC2)C(=O)C)C)C"
"C05499","[C@H]12[C@H]3[C@@H]([C@@]4(C(=CC3)C[C@H](CC4)O)C)CC[C@@]1([C@](CC2)([C@@](CCCC(C)C)(C)O)O)C"
"C05500","C1[C@@H](CC2=CC[C@@H]3[C@@H]([C@]2(C1)C)CC[C@]1([C@H]3CC[C@@H]1[C@@](O)(CCCC(C)C)C)C)O"
"C05501","[C@H]12[C@H]3[C@@H]([C@@]4(C(=CC3)C[C@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@]([C@@H](CCC(C)C)O)(C)O)C"
"C05502","[C@H]12[C@H]3[C@@H]([C@@]4(C(=CC3)C[C@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H]([C@@H](CCC(C)C)O)C)C"
"C05503","[C@@H]12[C@@H](c3c(CC2)cc(cc3)O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)C(=O)O)CC[C@]2([C@H]1CC[C@@H]2O)C"
"C05504","[C@H]12[C@H]3[C@@H](c4c(CC3)cc(cc4)O)CC[C@@]1([C@H]([C@@H](C2)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)C(=O)O)O)C"
"C05512","n1(c2c(nc1)c(=O)[nH]cn2)[C@@H]1O[C@@H]([C@H](C1)O)CO"
"C05513","[C@@H]1(n2c(=O)[nH]c(=O)c3c2[nH]c(=O)[nH]3)O[C@@H]([C@H]([C@H]1O)O)CO"
"C05515","c1(c(nc[nH]1)C(=O)O)NC(=O)N"
"C05516","c1(c(nc[nH]1)C(=O)O)N"
"C05519","OC(=O)[C@H]([C@H](C)O)N"
"C05524",
"C05526","OC(=O)[C@H](CCC(=O)N[C@H](C(=O)NCC(=O)O)CSSC[C@@H](C(=O)O)N)N"
"C05527","OC(=O)C(=O)CS(=O)O"
"C05528","OC(=O)C(=O)CS(=O)(=O)O"
"C05533","OC(=O)C(=O)C(CCC(=O)O)C(=O)O"
"C05535","S(C(=O)CCC[C@@H](C(=O)O)N)*"
"C05539","[C@@H](CCCC(=O)C(=O)O)(NC(=O)C)C(=O)O"
"C05544","[C@H](C(=O)N*)(NC(=O)*)CCCCNC"
"C05545","[C@H](C(=O)N*)(NC(=O)*)CCCCN(C)C"
"C05546","[C@H](C(=O)N*)(NC(=O)*)CCCC[N+](C)(C)C"
"C05548","C(C(=O)C(=O)O)CCCNC(=O)C"
"C05551","[C@H]1(C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)NC(=O)Cc1ccccc1"
"C05552","[C@@H]1(C2C(NC(=O)N2)CS1)CCCCC(=O)NCCCC[C@@H](C(=O)O)N"
"C05554","CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O"
"C05556","N(C(=O)CCC[C@@H](C(=O)O)N)C(C(=O)N[C@H](C(C)C)C(=O)O)CS"
"C05557","N12[C@@H]([C@@H](C1=O)NC(=O)CCC[C@@H](C(=O)O)N)SC([C@@H]2C(=O)O)(C)C"
"C05560","n1(c2c(nc1)c(ncn2)N)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)(OC(=O)CCC[C@@H](C(=O)O)N)O"
"C05565","C1(CCC(=O)O)NC(=O)NC1=O"
"C05568","c1(CC(C(=O)O)O)cnc[nH]1"
"C05570","c1(C[C@@H](C(=O)O)[N+](C)(C)C)c[nH]c(n1)S"
"C05571","c1(/C=C/C(=O)O)c[nH]c(=S)[nH]1"
"C05572","OC(=O)CCC(=O)C(=O)N"
"C05575","c1(C[C@@H](C(=O)O)[N+](C)(C)C)c[nH]cn1"
"C05576","c1(c(ccc(c1)C(CO)O)O)O"
"C05577","c1(c(ccc(c1)C(C=O)O)O)O"
"C05578","c12c(cc(c(c1)O)O)[nH]cc2"
"C05579","c12=CC(=O)C(=O)C=c1[nH]cc2"
"C05580","c1(C(C(=O)O)O)cc(c(cc1)O)O"
"C05581","c1c(c(cc(c1)CC=O)OC)O"
"C05582","c1c(c(cc(c1)CC(=O)O)OC)O"
"C05583","c1c(c(cc(c1)C(C=O)O)OC)O"
"C05584","c1c(c(cc(c1)C(C(=O)O)O)OC)O"
"C05585","c1c(ccc(c1C=O)O)O"
"C05587","c1(cc(ccc1O)CCN)OC"
"C05588","c1([C@H](CNC)O)cc(c(cc1)O)OC"
"C05589","c1c(c(cc(c1)[C@H](CN)O)OC)O"
"C05593","c1(cccc(c1)CC(=O)O)O"
"C05594","c1c(c(cc(c1)C(CO)O)OC)O"
"C05595","c1(ccc(cc1)CC(=O)NC(CCC(=O)O)C(=O)O)O"
"C05596","c1(ccc(cc1)CC(=O)NCC(=O)O)O"
"C05598","c1cccc(c1)CC(=O)NCC(=O)O"
"C05600","C(=C(\C(=O)O)/O)/C=C/CC(=O)O"
"C05604","c12c(N[C@@H](C1)C(=O)O)cc(c(c2)O)O"
"C05606",
"C05607","c1cccc(c1)C[C@H](C(=O)O)O"
"C05608","c1(ccc(cc1)O)/C=C/C=O"
"C05610","c1(cc(c(c(c1)OC)O)OC)/C=C/C=O"
"C05616","c1(cc(cc(c1O)O)C(=O)O)OC"
"C05618","c1(c(cccc1Cl)O)O"
"C05619","c1(cc(c(c(c1)OC)O)O)/C=C/C(=O)O"
"C05620","c1(ccccc1)C[C@H](C(=O)O)NC(=O)C"
"C05622","c12c(c(=O)cc(o1)c1ccc(cc1)O)c(cc(c2)O[C@H]1[C@H](O[C@H]2[C@@H]([C@](CO2)(CO)O)O)[C@H]([C@@H]([C@H](O1)COC(=O)CC(=O)O)O)O)O"
"C05623","[C@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)Oc1c(c2ccc(c(c2)O)O)oc2c(c1=O)c(cc(c2)O)O"
"C05625","c1(cc(c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)c1cc(c(cc1)O)O)O)O"
"C05627","c1(ccc(cc1)O)C=C"
"C05629","c1(CCC(=O)O)ccccc1"
"C05631","c12c(C(=O)C[C@H](O1)c1ccc(c(c1)O)O)c(cc(c2)O)O"
"C05634","c1(ccc2c(c1)c(c[nH]2)CC=O)O"
"C05635","c1c(cc2c(c1)[nH]cc2CC(=O)O)O"
"C05636","c1(c(c(ccc1)O)N)C(=O)CCN"
"C05637","c12c(c(ccc2)O)nccc1O"
"C05638","c1(C(=O)CCN)c(ccc(c1)O)N"
"C05639","c12c(ccc(c2)O)nccc1O"
"C05640","c12c(oc3c(n2)c(ccc3)C(=O)O)cc(=O)c(c1C(=O)O)N"
"C05641","c1(c(=O)[nH]c(cc1O)C(=O)O)/C=C\C(=O)C(=O)O"
"C05642","c1(c(ccc(c1)OC)NC=O)C(=O)CCNC(=O)C"
